URL,Status
http://www.jidajia.com/kaishu/2723882.html,Y
http://www.jidajia.com/kaishu/2725029.html,Y
http://www.jidajia.com/kaishu/2728018.html,Y
http://www.jidajia.com/kaishu/2728759.html,Y
http://www.jidajia.com/kaishu/2729117.html,Y
http://www.jidajia.com/kaishu/2729141.html,Y
http://www.jidajia.com/kaishu/2729187.html,Y
http://www.jidajia.com/kaishu/2729867.html,Y
http://www.jidajia.com/kaishu/2731474.html,Y
http://www.jidajia.com/kaishu/2731482.html,Y
http://www.jidajia.com/kaishu/2732300.html,Y
http://www.jidajia.com/kaishu/2732328.html,Y
http://www.jidajia.com/kaishu/2733963.html,Y
http://www.jidajia.com/kaishu/2734548.html,Y
http://www.jidajia.com/kaishu/2735445.html,Y
http://www.jidajia.com/kaishu/2735733.html,Y
http://www.jidajia.com/kaishu/2739036.html,Y
http://www.jidajia.com/kaishu/2739158.html,Y
http://www.jidajia.com/kaishu/2739279.html,Y
http://www.jidajia.com/kaishu/2739461.html,Y
http://www.jidajia.com/kaishu/2739744.html,Y
http://www.jidajia.com/kaishu/2739865.html,Y
http://www.jidajia.com/kaishu/2740140.html,Y
http://www.jidajia.com/kaishu/2740625.html,Y
http://www.jidajia.com/kaishu/2743190.html,Y
http://www.jidajia.com/kaishu/2743221.html,Y
http://www.jidajia.com/kaishu/2743672.html,Y
http://www.jidajia.com/kaishu/2743673.html,Y
http://www.jidajia.com/kaishu/2759632.html,Y
http://www.jidajia.com/kaishu/2762817.html,Y
http://www.jidajia.com/kaishu/2768759.html,Y
http://www.jidajia.com/kaishu/2769113.html,Y
http://www.jidajia.com/kaishu/2769690.html,Y
http://www.jidajia.com/kaishu/2770005.html,Y
http://www.jidajia.com/kaishu/2770028.html,Y
http://www.jidajia.com/kaishu/2770033.html,Y
http://www.jidajia.com/kaishu/2771392.html,Y
http://www.jidajia.com/kaishu/2771393.html,Y
http://www.jidajia.com/kaishu/2771395.html,Y
http://www.jidajia.com/kaishu/2772347.html,Y
http://www.jidajia.com/kaishu/2772355.html,Y
http://www.jidajia.com/kaishu/2772565.html,Y
http://www.jidajia.com/kaishu/2774872.html,Y
http://www.jidajia.com/kaishu/2774873.html,Y
http://www.jidajia.com/kaishu/2775266.html,Y
http://www.jidajia.com/kaishu/2775700.html,Y
http://www.jidajia.com/kaishu/2775707.html,Y
http://www.jidajia.com/kaishu/2776989.html,Y
http://www.jidajia.com/kaishu/2780140.html,Y
http://www.jidajia.com/kaishu/2808606.html,Y
http://www.jidajia.com/kaishu/2810528.html,Y
http://www.jidajia.com/kaishu/2813148.html,Y
http://www.jidajia.com/kaishu/2858424.html,Y
http://www.jidajia.com/kaishu/1.html,Y
http://www.jidajia.com/kaishu/78.html,Y
http://www.jidajia.com/kaishu/79.html,Y
http://www.jidajia.com/kaishu/88.html,Y
http://www.jidajia.com/kaishu/93.html,Y
http://www.jidajia.com/kaishu/118.html,Y
http://www.jidajia.com/kaishu/151.html,Y
http://www.jidajia.com/kaishu/159.html,Y
http://www.jidajia.com/kaishu/246.html,Y
http://www.jidajia.com/kaishu/247.html,Y
http://www.jidajia.com/kaishu/314.html,Y
http://www.jidajia.com/kaishu/327.html,Y
http://www.jidajia.com/kaishu/667.html,Y
http://www.jidajia.com/kaishu/711.html,Y
http://www.jidajia.com/kaishu/713.html,Y
http://www.jidajia.com/kaishu/884.html,Y
http://www.jidajia.com/kaishu/950.html,Y
http://www.jidajia.com/kaishu/951.html,Y
http://www.jidajia.com/kaishu/980.html,Y
http://www.jidajia.com/kaishu/1000.html,Y
http://www.jidajia.com/kaishu/1020.html,Y
http://www.jidajia.com/kaishu/1513.html,Y
http://www.jidajia.com/kaishu/1519.html,Y
http://www.jidajia.com/kaishu/1520.html,Y
http://www.jidajia.com/kaishu/1559.html,Y
http://www.jidajia.com/kaishu/1588.html,Y
http://www.jidajia.com/kaishu/1652.html,Y
http://www.jidajia.com/kaishu/1699.html,Y
http://www.jidajia.com/kaishu/1701.html,Y
http://www.jidajia.com/kaishu/1711.html,Y
http://www.jidajia.com/kaishu/1721.html,Y
http://www.jidajia.com/kaishu/1722.html,Y
http://www.jidajia.com/kaishu/1859.html,Y
http://www.jidajia.com/kaishu/1866.html,Y
http://www.jidajia.com/kaishu/1879.html,Y
http://www.jidajia.com/kaishu/1890.html,Y
http://www.jidajia.com/kaishu/1897.html,Y
http://www.jidajia.com/kaishu/1912.html,Y
http://www.jidajia.com/kaishu/1919.html,Y
http://www.jidajia.com/kaishu/1932.html,Y
http://www.jidajia.com/kaishu/1936.html,Y
http://www.jidajia.com/kaishu/1989.html,Y
http://www.jidajia.com/kaishu/2152.html,Y
http://www.jidajia.com/kaishu/2305.html,Y
http://www.jidajia.com/kaishu/2310.html,Y
http://www.jidajia.com/kaishu/2320.html,Y
http://www.jidajia.com/kaishu/2322.html,Y
http://www.jidajia.com/kaishu/2325.html,Y
http://www.jidajia.com/kaishu/2340.html,Y
http://www.jidajia.com/kaishu/2506.html,Y
http://www.jidajia.com/kaishu/2633.html,Y
http://www.jidajia.com/kaishu/3793.html,Y
http://www.jidajia.com/kaishu/3821.html,Y
http://www.jidajia.com/kaishu/3872.html,Y
http://www.jidajia.com/kaishu/3873.html,Y
http://www.jidajia.com/kaishu/3890.html,Y
http://www.jidajia.com/kaishu/3904.html,Y
http://www.jidajia.com/kaishu/4061.html,Y
http://www.jidajia.com/kaishu/4518.html,Y
http://www.jidajia.com/kaishu/4663.html,Y
http://www.jidajia.com/kaishu/4697.html,Y
http://www.jidajia.com/kaishu/4704.html,Y
http://www.jidajia.com/kaishu/4706.html,Y
http://www.jidajia.com/kaishu/4707.html,Y
http://www.jidajia.com/kaishu/4708.html,Y
http://www.jidajia.com/kaishu/4871.html,Y
http://www.jidajia.com/kaishu/4872.html,Y
http://www.jidajia.com/kaishu/4880.html,Y
http://www.jidajia.com/kaishu/4897.html,Y
http://www.jidajia.com/kaishu/4913.html,Y
http://www.jidajia.com/kaishu/4934.html,Y
http://www.jidajia.com/kaishu/4996.html,Y
http://www.jidajia.com/kaishu/5012.html,Y
http://www.jidajia.com/kaishu/5084.html,Y
http://www.jidajia.com/kaishu/5117.html,Y
http://www.jidajia.com/kaishu/5125.html,Y
http://www.jidajia.com/kaishu/5169.html,Y
http://www.jidajia.com/kaishu/5173.html,Y
http://www.jidajia.com/kaishu/5190.html,Y
http://www.jidajia.com/kaishu/5486.html,Y
http://www.jidajia.com/kaishu/5495.html,Y
http://www.jidajia.com/kaishu/5659.html,Y
http://www.jidajia.com/kaishu/5736.html,Y
http://www.jidajia.com/kaishu/5738.html,Y
http://www.jidajia.com/kaishu/5791.html,Y
http://www.jidajia.com/kaishu/5814.html,Y
http://www.jidajia.com/kaishu/5822.html,Y
http://www.jidajia.com/kaishu/5896.html,Y
http://www.jidajia.com/kaishu/5909.html,Y
http://www.jidajia.com/kaishu/5923.html,Y
http://www.jidajia.com/kaishu/5925.html,Y
http://www.jidajia.com/kaishu/5933.html,Y
http://www.jidajia.com/kaishu/5986.html,Y
http://www.jidajia.com/kaishu/6154.html,Y
http://www.jidajia.com/kaishu/6176.html,Y
http://www.jidajia.com/kaishu/6178.html,Y
http://www.jidajia.com/kaishu/11797.html,Y
http://www.jidajia.com/kaishu/17034.html,Y
http://www.jidajia.com/kaishu/23889.html,Y
http://www.jidajia.com/kaishu/31134.html,Y
http://www.jidajia.com/kaishu/35174.html,Y
http://www.jidajia.com/kaishu/35186.html,Y
http://www.jidajia.com/kaishu/35230.html,Y
http://www.jidajia.com/kaishu/35837.html,Y
http://www.jidajia.com/kaishu/36248.html,Y
http://www.jidajia.com/kaishu/37652.html,Y
http://www.jidajia.com/kaishu/37756.html,Y
http://www.jidajia.com/kaishu/41348.html,Y
http://www.jidajia.com/kaishu/41975.html,Y
http://www.jidajia.com/kaishu/42520.html,Y
http://www.jidajia.com/kaishu/43465.html,Y
http://www.jidajia.com/kaishu/43677.html,Y
http://www.jidajia.com/kaishu/46402.html,Y
http://www.jidajia.com/kaishu/46906.html,Y
http://www.jidajia.com/kaishu/47406.html,Y
http://www.jidajia.com/kaishu/47409.html,Y
http://www.jidajia.com/kaishu/47413.html,Y
http://www.jidajia.com/kaishu/48626.html,Y
http://www.jidajia.com/kaishu/49428.html,Y
http://www.jidajia.com/kaishu/51300.html,Y
http://www.jidajia.com/kaishu/51727.html,Y
http://www.jidajia.com/kaishu/51886.html,Y
http://www.jidajia.com/kaishu/53258.html,Y
http://www.jidajia.com/kaishu/53735.html,Y
http://www.jidajia.com/kaishu/53737.html,Y
http://www.jidajia.com/kaishu/53757.html,Y
http://www.jidajia.com/kaishu/55833.html,Y
http://www.jidajia.com/kaishu/56024.html,Y
http://www.jidajia.com/kaishu/57655.html,Y
http://www.jidajia.com/kaishu/58839.html,Y
http://www.jidajia.com/kaishu/59816.html,Y
http://www.jidajia.com/kaishu/60656.html,Y
http://www.jidajia.com/kaishu/63577.html,Y
http://www.jidajia.com/kaishu/63684.html,Y
http://www.jidajia.com/kaishu/66677.html,Y
http://www.jidajia.com/kaishu/68094.html,Y
http://www.jidajia.com/kaishu/68190.html,Y
http://www.jidajia.com/kaishu/68544.html,Y
http://www.jidajia.com/kaishu/68825.html,Y
http://www.jidajia.com/kaishu/70969.html,Y
http://www.jidajia.com/kaishu/71268.html,Y
http://www.jidajia.com/kaishu/73180.html,Y
http://www.jidajia.com/kaishu/73182.html,Y
http://www.jidajia.com/kaishu/73184.html,Y
http://www.jidajia.com/kaishu/73384.html,Y
http://www.jidajia.com/kaishu/73708.html,Y
http://www.jidajia.com/kaishu/74397.html,Y
http://www.jidajia.com/kaishu/74890.html,Y
http://www.jidajia.com/kaishu/77423.html,Y
http://www.jidajia.com/kaishu/80495.html,Y
http://www.jidajia.com/kaishu/81035.html,Y
http://www.jidajia.com/kaishu/81884.html,Y
http://www.jidajia.com/kaishu/81906.html,Y
http://www.jidajia.com/kaishu/81932.html,Y
http://www.jidajia.com/kaishu/82045.html,Y
http://www.jidajia.com/kaishu/82510.html,Y
http://www.jidajia.com/kaishu/84625.html,Y
http://www.jidajia.com/kaishu/84650.html,Y
http://www.jidajia.com/kaishu/89909.html,Y
http://www.jidajia.com/kaishu/90154.html,Y
http://www.jidajia.com/kaishu/90399.html,Y
http://www.jidajia.com/kaishu/90400.html,Y
http://www.jidajia.com/kaishu/90484.html,Y
http://www.jidajia.com/kaishu/92133.html,Y
http://www.jidajia.com/kaishu/92220.html,Y
http://www.jidajia.com/kaishu/92679.html,Y
http://www.jidajia.com/kaishu/93522.html,Y
http://www.jidajia.com/kaishu/94396.html,Y
http://www.jidajia.com/kaishu/95257.html,Y
http://www.jidajia.com/kaishu/96010.html,Y
http://www.jidajia.com/kaishu/96241.html,Y
http://www.jidajia.com/kaishu/96704.html,Y
http://www.jidajia.com/kaishu/96757.html,Y
http://www.jidajia.com/kaishu/96781.html,Y
http://www.jidajia.com/kaishu/98299.html,Y
http://www.jidajia.com/kaishu/98303.html,Y
http://www.jidajia.com/kaishu/98349.html,Y
http://www.jidajia.com/kaishu/98822.html,Y
http://www.jidajia.com/kaishu/98831.html,Y
http://www.jidajia.com/kaishu/98863.html,Y
http://www.jidajia.com/kaishu/99242.html,Y
http://www.jidajia.com/kaishu/99271.html,Y
http://www.jidajia.com/kaishu/99633.html,Y
http://www.jidajia.com/kaishu/99786.html,Y
http://www.jidajia.com/kaishu/100816.html,Y
http://www.jidajia.com/kaishu/100831.html,Y
http://www.jidajia.com/kaishu/100846.html,Y
http://www.jidajia.com/kaishu/100933.html,Y
http://www.jidajia.com/kaishu/101198.html,Y
